question_id,question,conversation,fold,baseline_tiou,pool_tiou,delta,baseline_span,chosen_span
sample_92_yes_q01,Did the patient ask to have his cholesterol level checked?,conversation_sample_92.mp3,3,0.9652996845425881,0.9652996845425881,0.0,"(23.21, 26.3)","(23.21, 26.3)"
sample_92_yes_q04,Was the previous LDL value 3.9?,conversation_sample_92.mp3,3,0.3804780876494027,0.3804780876494027,0.0,"(31.09, 35.94)","(31.09, 35.94)"
sample_19_yes_q04,Is the patient still being treated for asthma?,conversation_sample_19.mp3,4,0.47519582245430836,0.47519582245430836,0.0,"(25.85, 29.68)","(25.85, 29.68)"
sample_19_yes_q01,Were three prescriptions renewed in total?,conversation_sample_19.mp3,4,0.8596491228070164,0.8596491228070164,0.0,"(68.7, 71.66)","(68.7, 71.66)"
sample_19_yes_q02,Has Esomeprazole been renewed as well?,conversation_sample_19.mp3,4,0.8596491228070164,0.5087719298245597,-0.3508771929824568,"(68.7, 71.66)","(69.9, 71.66)"
sample_19_yes_q03,Is Airomir among the renewed medicines?,conversation_sample_19.mp3,4,0.8596491228070164,0.8596491228070164,0.0,"(68.7, 71.66)","(68.7, 71.66)"
sample_39_yes_q02,Does the patient have pain in the lower back?,conversation_sample_39.mp3,4,0.9275362318840571,0.9275362318840571,0.0,"(22.54, 23.92)","(22.54, 23.92)"
sample_39_yes_q04,Was reduced mobility found during the examination?,conversation_sample_39.mp3,4,0.5894736842105267,0.5894736842105267,0.0,"(47.68, 51.04)","(47.68, 51.04)"
sample_39_yes_q03,Were painkillers part of the treatment plan?,conversation_sample_39.mp3,4,0.5695187165775397,0.5695187165775397,0.0,"(63.67, 67.3)","(63.67, 67.3)"
sample_39_yes_q01,"The pain was assessed as nonspecific musculoskeletal pain, right?",conversation_sample_39.mp3,4,0.9347014925373132,0.5518207282913161,-0.38288076424599704,"(55.47, 60.48)","(53.54, 59.26)"
sample_42_yes_q02,Was the blood pressure measured at 135/88?,conversation_sample_42.mp3,4,0.9333333333333362,0.9333333333333362,0.0,"(39.09, 42.38)","(39.09, 42.38)"
sample_42_yes_q07,Did the doctor assess the patient as slightly overweight?,conversation_sample_42.mp3,4,0.8516129032258105,0.8516129032258105,0.0,"(62.06, 64.9)","(62.06, 64.9)"
sample_42_yes_q06,Were exercise recommendations also part of the plan?,conversation_sample_42.mp3,4,0.8731563421828888,0.8731563421828888,0.0,"(89.73, 92.82)","(89.73, 92.82)"
sample_42_yes_q05,Does the patient have a BMI of 28?,conversation_sample_42.mp3,4,0.8409090909090873,0.8409090909090873,0.0,"(56.27, 58.12)","(56.27, 58.12)"
sample_42_yes_q03,Has the patient been given advice about diet?,conversation_sample_42.mp3,4,0.6148867313915898,0.6148867313915898,0.0,"(89.73, 92.82)","(89.73, 92.82)"
sample_42_yes_q01,Is the patient feeling well?,conversation_sample_42.mp3,4,0.5526315789473688,0.5526315789473688,0.0,"(16.2, 18.48)","(16.2, 18.48)"
sample_42_yes_q04,"The visit was a preventive health check, correct?",conversation_sample_42.mp3,4,0.9316239316239315,0.9316239316239315,0.0,"(11.8, 14.1)","(11.8, 14.1)"
sample_63_yes_q01,Was the diabetes control judged to be good?,conversation_sample_63.mp3,4,0.4703389830508488,0.9470338983050848,0.47669491525423596,"(57.62, 59.84)","(57.25, 61.72)"
sample_63_yes_q02,"The lipid profile came back normal, didn't it?",conversation_sample_63.mp3,4,0.0,0.0,0.0,"(50.71, 52.2)","(50.58, 52.8)"
sample_63_yes_q03,Was the HbA1c measured at 41 mmol/mol?,conversation_sample_63.mp3,4,0.8576923076923074,0.8576923076923074,0.0,"(37.44, 41.9)","(37.44, 41.9)"
sample_63_yes_q05,Are annual check-ups planned to continue?,conversation_sample_63.mp3,4,0.8351851851851875,0.8351851851851875,0.0,"(65.49, 70.0)","(65.49, 70.0)"
sample_63_yes_q04,Did the patient report no new symptoms?,conversation_sample_63.mp3,4,0.3200000000000003,0.3200000000000003,0.0,"(26.48, 27.44)","(26.48, 27.44)"
sample_67_yes_q02,"The doctor described the diabetes as stable, right?",conversation_sample_67.mp3,4,0.5787037037037008,0.5787037037037008,0.0,"(71.17, 72.48)","(71.17, 72.48)"
sample_67_yes_q05,Will the treatment be continued unchanged?,conversation_sample_67.mp3,4,0.7580645161290307,0.7580645161290307,0.0,"(89.39, 90.8)","(89.39, 90.8)"
sample_67_yes_q04,Is the patient's self-care considered good?,conversation_sample_67.mp3,4,0.8273809523809563,0.8273809523809563,0.0,"(73.05, 74.46)","(73.05, 74.46)"
sample_67_yes_q01,Does the patient say they are doing well?,conversation_sample_67.mp3,4,0.8333333333333337,0.8333333333333337,0.0,"(22.27, 24.62)","(22.27, 24.62)"
sample_67_yes_q06,Is the patient sticking to the diet and lifestyle advice?,conversation_sample_67.mp3,4,0.9957627118644061,0.9957627118644061,0.0,"(25.37, 27.72)","(25.37, 27.72)"
sample_67_yes_q07,Has the weight remained stable?,conversation_sample_67.mp3,4,0.7014925373134384,0.7014925373134384,0.0,"(39.1, 40.42)","(39.1, 40.42)"
sample_67_yes_q03,Was the HbA1c 43 mmol/mol?,conversation_sample_67.mp3,4,0.981675392670157,0.981675392670157,0.0,"(51.75, 55.5)","(51.75, 55.5)"
sample_90_yes_q04,Does the doctor consider the change harmless?,conversation_sample_90.mp3,4,0.5384615384615384,0.5384615384615384,0.0,"(26.9, 28.96)","(26.9, 28.96)"
sample_90_yes_q03,Did the patient notice a new mole?,conversation_sample_90.mp3,4,0.5181818181818183,0.5181818181818183,0.0,"(14.71, 17.76)","(14.71, 17.76)"
sample_90_yes_q01,Was a photo sent in for assessment?,conversation_sample_90.mp3,4,0.7099567099567092,0.7099567099567092,0.0,"(10.37, 12.68)","(10.37, 12.68)"
sample_90_yes_q05,Has the doctor reviewed the photograph?,conversation_sample_90.mp3,4,0.9312169312169317,0.9312169312169317,0.0,"(20.03, 21.84)","(20.03, 21.84)"
sample_90_yes_q02,Is the mole located on the thigh?,conversation_sample_90.mp3,4,0.5181818181818183,0.5181818181818183,0.0,"(14.71, 17.76)","(14.71, 17.76)"
sample_95_yes_q02,Were blood tests taken at this visit?,conversation_sample_95.mp3,4,0.5128205128205126,0.5128205128205126,0.0,"(38.8, 41.92)","(38.8, 41.92)"
sample_95_yes_q03,Has the patient been free of side effects?,conversation_sample_95.mp3,4,0.10000000000000078,0.9122807017543864,0.8122807017543856,"(27.4, 29.12)","(25.68, 27.8)"
sample_95_yes_q01,"The treatment is considered well tolerated, right?",conversation_sample_95.mp3,4,0.8360655737704923,0.8360655737704923,0.0,"(31.82, 34.26)","(31.82, 34.26)"
