question_id,conversation,question,question_type,label,prediction,correct,gold_start,gold_end,pred_start,pred_end,tiou,gold_text,pred_text,latency_ms,failure,start_error_s,end_error_s,duration_ratio,word_oracle,candidate_oracle,baseline_tiou,pre_alignment_tiou,aligned_word_oracle,error_bucket
sample_39_off_topic_q01,sample_39,At any point does the patient express interest in learning digital photography techniques?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_39_yes_q04,sample_39,Was reduced mobility found during the examination?,positive,1,1,1,47.34,53.04,47.68,51.04,0.5894736842105267,"Your movement is also reduced when you bend and turn. Yes, it feels stiff.",movement is also reduced when you bend and turn.,,,0.3399999999999963,-2.0,0.5894736842105267,0.9755244755244754,0.6293706293706285,,0.6293706293706285,,too_narrow
sample_39_yes_q03,sample_39,Were painkillers part of the treatment plan?,positive,1,1,1,63.56,65.8,63.67,67.3,0.5695187165775397,"treatment, I recommend pain relief","treatment, I recommend pain relief and an exercise program.",,,0.10999999999999943,1.5,1.620535714285716,0.9107142857142906,0.5714285714285698,,0.5714285714285698,,too_wide
sample_39_hard_no_q01,sample_39,Does the pain radiate down the leg?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_39_yes_q01,sample_39,"The pain was assessed as nonspecific musculoskeletal pain, right?",positive,1,1,1,55.32,60.68,55.47,60.48,0.9347014925373132,"is nonspecific muscle and joint pain in the back, without radiation.","is nonspecific muscle and joint pain in the back, without radiation.",,,0.14999999999999858,-0.20000000000000284,0.9347014925373132,0.9216417910447772,0.8784722222222229,,0.8784722222222229,,strong
sample_39_hard_no_q03,sample_39,Did the doctor conclude that the pain came from a herniated disc?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_39_hard_no_q02,sample_39,Was the patient's mobility completely unaffected?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_42_yes_q02,sample_42,Was the blood pressure measured at 135/88?,positive,1,1,1,39.16,42.54,39.09,42.38,0.9333333333333362,blood pressure is 135 over 88.,blood pressure is 135 over 88.,,,-0.06999999999999318,-0.1599999999999966,0.9733727810650877,0.8934911242603553,0.8210526315789491,,0.8210526315789491,,strong
sample_42_yes_q07,sample_42,Did the doctor assess the patient as slightly overweight?,positive,1,1,1,62.26,65.16,62.06,64.9,0.8516129032258105,puts you in the mildly overweight range.,puts you in the mildly overweight range.,,,-0.19999999999999574,-0.2599999999999909,0.9793103448275878,0.8551724137931028,0.7470588235294118,,0.7470588235294118,,boundary_shift_or_partial
sample_42_yes_q06,sample_42,Were exercise recommendations also part of the plan?,positive,1,1,1,89.86,93.12,89.73,92.82,0.8731563421828888,plan is advice on diet and on exercise.,plan is advice on diet and on exercise.,,,-0.12999999999999545,-0.30000000000001137,0.9478527607361915,0.8650306748466223,0.7688172043010754,,0.7688172043010754,,boundary_shift_or_partial
sample_42_yes_q05,sample_42,Does the patient have a BMI of 28?,positive,1,1,1,56.18,58.38,56.27,58.12,0.8409090909090873,Your body mass index is 28.,body mass index is 28.,,,0.09000000000000341,-0.2600000000000051,0.8409090909090873,0.8,0.8,,0.8,,boundary_shift_or_partial
sample_42_yes_q03,sample_42,Has the patient been given advice about diet?,positive,1,1,1,89.86,91.76,89.73,92.82,0.6148867313915898,plan is advice on diet,plan is advice on diet and on exercise.,,,-0.12999999999999545,1.059999999999988,1.6263157894736737,0.9473684210526272,0.5722891566265089,,0.5722891566265089,,too_wide
sample_42_hard_no_q02,sample_42,Did the doctor consider the patient severely obese?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_42_yes_q01,sample_42,Is the patient feeling well?,positive,1,1,1,17.22,18.48,16.2,18.48,0.5526315789473688,feel perfectly well.,"I have to say, I feel perfectly well.",,,-1.0199999999999996,0.0,1.8095238095238082,0.9206349206349196,0.7733333333333334,,0.46031746031746046,,too_wide
sample_42_yes_q04,sample_42,"The visit was a preventive health check, correct?",positive,1,1,1,11.92,14.14,11.8,14.1,0.9316239316239315,is your preventive health check today.,This is your preventive health check today.,,,-0.11999999999999922,-0.040000000000000924,1.0360360360360352,0.8648648648648646,0.8062015503875969,,0.8062015503875969,,strong
sample_42_hard_no_q01,sample_42,Was the blood pressure 155/98?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_42_off_topic_q01,sample_42,Does the patient talk about wanting to work part-time?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_43_yes_q02,sample_43,Does the patient have a sore throat?,positive,1,1,1,4.82,6.24,4.68,6.22,0.8974358974358968,throat has been really sore.,My throat has been really sore.,,,-0.14000000000000057,-0.020000000000000462,1.0845070422535212,0.7887323943661972,0.7558139534883717,,0.7558139534883717,,boundary_shift_or_partial
sample_43_hard_no_q03,sample_43,Is the infection thought to be bacterial?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_43_yes_q05,sample_43,Did the examination find no pus in the throat?,positive,1,1,1,31.76,34.28,31.6,34.2,0.9104477611940304,also looked at your throat and there was no pus.,also looked at your throat and there was no pus.,,,-0.16000000000000014,-0.0799999999999983,1.0317460317460325,0.8968253968253976,0.7905405405405402,,0.7905405405405402,,strong
sample_43_off_topic_q01,sample_43,Are the speakers discussing the patient's pet?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_43_yes_q04,sample_43,Was the strep test negative?,positive,1,1,1,23.06,23.78,23.1,26.64,0.18994413407821212,was negative.,was negative. That means that bacterium was not found.,,,0.0400000000000027,2.8599999999999994,4.916666666666649,0.6666666666666651,0.5849056603773581,,0.18848167539267077,,too_wide
sample_43_yes_q01,sample_43,Is the infection considered to be viral?,positive,1,1,1,44.22,46.78,44.1,46.58,0.880597014925373,assessment is that this is a viral infection.,My assessment is that this is a viral infection.,,,-0.11999999999999744,-0.20000000000000284,0.9687499999999979,0.8281249999999982,0.7687074829931972,,0.7687074829931972,,boundary_shift_or_partial
sample_43_hard_no_q01,sample_43,Does the patient describe abdominal pain as the main problem?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_43_hard_no_q02,sample_43,Were the tonsils covered in coatings?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_43_yes_q03,sample_43,Has the doctor decided against antibiotics?,positive,1,1,1,59.48,63.9,59.14,63.78,0.9033613445378164,"plan is no antibiotics, because they do not work against a virus.","The plan is no antibiotics, because they do not work against a virus.",,,-0.3399999999999963,-0.11999999999999744,1.0497737556561084,0.927601809954751,0.7969639468690713,,0.7969639468690713,,strong
sample_43_hard_no_q04,sample_43,Did the doctor see pus in the throat?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_yes_q03,sample_47,Has penicillin treatment been started?,positive,1,1,1,71.86,79.4,71.66,73.88,0.260981912144702,"am starting you on penicillin treatment. Penicillin. Starting from today? Yes, from today.",I am starting you on penicillin treatment.,,,-0.20000000000000284,-5.52000000000001,0.2944297082228113,0.9681697612732084,0.2406015037593986,,0.2406015037593986,,too_narrow
sample_47_hard_no_q04,sample_47,Is the patient able to swallow without any discomfort?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_hard_no_q03,sample_47,Did the doctor prescribe erythromycin?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_hard_no_q01,sample_47,Does the patient complain of hoarseness as the main symptom?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_hard_no_q05,sample_47,Was the patient told to manage with symptom relief only?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_off_topic_q01,sample_47,Does the conversation indicate the patient discussed their desire to learn digital photography techniques?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_yes_q01,sample_47,Were coatings seen on the tonsils?,positive,1,1,1,25.72,28.66,25.81,28.7,0.9563758389261748,Your tonsils are red and there is coating on them.,tonsils are red and there is coating on them.,,,0.08999999999999986,0.03999999999999915,0.9829931972789113,0.9113924050632919,0.9113924050632919,,0.9113924050632919,,strong
sample_47_hard_no_q06,sample_47,Has the throat problem been assessed as a viral infection?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_47_yes_q02,sample_47,Does the patient have a sore throat?,positive,1,1,1,8.32,11.7,8.39,11.66,0.9674556213017753,throat. It is really sore and it hurts when I swallow.,throat. It is really sore and it hurts when I swallow.,,,0.07000000000000028,-0.03999999999999915,0.9674556213017753,0.8875739644970417,0.8852459016393442,,0.8852459016393442,,strong
sample_47_hard_no_q02,sample_47,Were the tonsils pale and free of coatings?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_48_hard_no_q02,sample_48,Does the doctor attribute the fatigue to a thyroid disorder?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_48_off_topic_q01,sample_48,Does the doctor ask about the patient's experience with specific technology?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_48_yes_q03,sample_48,Was the TSH normal?,positive,1,1,1,28.34,35.82,34.55,35.82,0.1697860962566849,"first was your thyroid -stimulating hormone, the thyroid. I had wondered about that one. It came back normal.",It came back normal.,,,6.209999999999997,0.0,0.1697860962566849,0.981283422459893,0.955958549222798,,0.17379679144384988,,too_narrow
sample_48_yes_q06,sample_48,Did the glucose test come back normal too?,positive,1,1,1,38.96,43.04,41.41,43.0,0.3897058823529422,"glucose, which is your blood sugar. That was normal as well.",That was normal as well.,,,2.4499999999999957,-0.03999999999999915,0.3897058823529422,0.9558823529411765,0.6677966101694913,,0.40686274509803855,,too_narrow
sample_48_yes_q05,sample_48,Were both blood tests within normal limits?,positive,1,1,1,41.74,44.36,43.41,44.3,0.3396946564885502,was normal as well. Both normal.,Both normal.,,,1.6699999999999946,-0.060000000000002274,0.3396946564885502,0.9160305343511481,0.33587786259542113,,0.33587786259542113,,too_narrow
sample_48_hard_no_q01,sample_48,Is the tiredness described as brief and occasional?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_48_yes_q04,sample_48,Has the patient been left without any specific treatment?,positive,1,1,1,77.42,81.2,77.47,81.06,0.9497354497354503,specific treatment is needed on the basis of these results.,specific treatment is needed on the basis of these results.,,,0.04999999999999716,-0.14000000000000057,0.9497354497354503,0.8783068783068763,0.8592233009708709,,0.8592233009708709,,strong
sample_48_yes_q02,sample_48,Is the patient's tiredness persistent?,positive,1,1,1,11.18,18.78,18.02,21.0,0.07739307535641564,"came about tiredness. Yes, it has been going on and on. It simply does not lift. Persistent fatigue.",fatigue. That is what we were investigating.,,,6.84,2.219999999999999,0.39210526315789473,0.968421052631579,0.60082304526749,,0.11111111111111131,,too_narrow
sample_48_yes_q07,sample_48,Does the doctor rule out an endocrine cause?,positive,1,1,1,48.06,52.34,48.01,52.32,0.983833718244802,assessment is that there is no hormonal cause for the tiredness.,assessment is that there is no hormonal cause for the tiredness.,,,-0.05000000000000426,-0.020000000000003126,1.0070093457943927,0.9626168224299056,0.8666666666666651,,0.8666666666666651,,strong
sample_48_yes_q01,sample_48,"The thyroid test gave a normal result, right?",positive,1,1,1,28.34,35.82,34.55,35.82,0.1697860962566849,"first was your thyroid -stimulating hormone, the thyroid. I had wondered about that one. It came back normal.",It came back normal.,,,6.209999999999997,0.0,0.1697860962566849,0.981283422459893,0.955958549222798,,0.17379679144384988,,too_narrow
sample_50_yes_q04,sample_50,Are further tests needed before the diagnosis can be settled?,positive,1,1,1,60.36,69.66,60.24,62.66,0.24416135881104017,tests have been arranged to settle it. And those will tell us for certain? That is why they are being done. Nothing changes for you until we have them.,tests have been arranged to settle it.,,,-0.11999999999999744,-7.0,0.26021505376344034,0.9784946236559144,0.22727272727272757,,0.22727272727272757,,too_narrow
sample_50_hard_no_q01,sample_50,Does the fasting blood sugar lie at 5.0 mmol/L?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_50_off_topic_q01,sample_50,Are the speakers discussing the patient's recent college experience?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_50_yes_q01,sample_50,"The HbA1c came out at 47 mmol/mol, right?",positive,1,1,1,39.68,43.4,39.61,43.36,0.9709762532981532,long -term sugar value was 47 millimoles per mole.,long -term sugar value was 47 millimoles per mole.,,,-0.07000000000000028,-0.03999999999999915,1.0080645161290325,0.9354838709677413,0.9354838709677413,,0.8523809523809528,,strong
sample_50_yes_q03,sample_50,Was the patient's BMI recorded as 29?,positive,1,1,1,23.86,25.96,23.7,25.8,0.8584070796460177,body mass index is 29.,Your body mass index is 29.,,,-0.16000000000000014,-0.16000000000000014,1.0,0.8285714285714273,0.7419354838709675,,0.7419354838709675,,boundary_shift_or_partial
sample_50_hard_no_q03,sample_50,Has metformin treatment been started at this visit?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_50_off_topic_q02,sample_50,Was the patient talking about their recent weekend?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_50_yes_q05,sample_50,Is the patient free of any symptoms at this visit?,positive,1,1,1,20.38,22.78,18.76,21.38,0.24875621890547267,"feel completely normal. No symptoms,",Nothing at all. I feel completely normal.,,,-1.6199999999999974,-1.4000000000000021,1.0916666666666646,0.9666666666666645,0.2093023255813958,,0.2093023255813958,,boundary_shift_or_partial
sample_50_yes_q02,sample_50,Does the patient have a fasting blood sugar of 7.0 mmol/L?,positive,1,1,1,35.38,39.0,35.26,39.0,0.9679144385026726,fasting blood sugar was 7 .0 millimoles per liter.,fasting blood sugar was 7 .0 millimoles per liter.,,,-0.12000000000000455,0.0,1.0331491712707195,0.9558011049723766,0.8502415458937187,,0.8502415458937187,,strong
sample_50_hard_no_q02,sample_50,Were the results enough to confirm type 2 diabetes already?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_yes_q02,sample_52,Did the doctor plan continued follow-up?,positive,1,1,1,83.42,86.4,83.42,86.44,0.9867549668874198,plan is continued support and follow -up.,plan is continued support and follow -up.,,,0.0,0.03999999999999204,1.0134228187919436,0.973154362416108,0.8848484848484823,,0.8848484848484823,,strong
sample_52_hard_no_q06,sample_52,Has the patient been discharged from any further follow-up?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_yes_q03,sample_52,Was the patient seen as engaged during the consultation?,positive,1,1,1,59.06,62.7,58.96,62.62,0.951871657754009,"what you describe, you seem engaged and motivated.","what you describe, you seem engaged and motivated.",,,-0.10000000000000142,-0.0800000000000054,1.0054945054945044,0.9010989010989012,0.8357487922705314,,0.8357487922705314,,strong
sample_52_hard_no_q05,sample_52,Does the plan involve starting insulin?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_hard_no_q04,sample_52,Is the patient's grasp of the treatment considered inadequate?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_hard_no_q02,sample_52,Was the patient found to be poorly motivated?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_yes_q01,sample_52,"The patient understands the treatment well, right?",positive,1,1,1,70.22,75.36,70.54,75.34,0.9338521400778204,assessment is that you have a good understanding of your illness and your treatment.,assessment is that you have a good understanding of your illness and your treatment.,,,0.3200000000000074,-0.01999999999999602,0.9338521400778204,0.9494163424124503,0.9400749063670398,,0.9400749063670398,,strong
sample_52_hard_no_q03,sample_52,Were the classes the patient attended about hypertension?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_off_topic_q01,sample_52,Does the doctor ask about the patient's plans for the holidays?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_52_hard_no_q01,sample_52,Did the patient skip the diabetes education?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_hard_no_q02,sample_54,Is the blood pressure elevated?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_yes_q04,sample_54,Was the foot examination normal?,positive,1,1,1,51.62,54.6,51.56,54.5,0.9473684210526326,feet are normal. The examination is fine.,feet are normal. The examination is fine.,,,-0.05999999999999517,-0.10000000000000142,0.9865771812080516,0.9261744966442934,0.8273809523809529,,0.8273809523809529,,strong
sample_54_off_topic_q01,sample_54,Does the patient discuss their job?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_hard_no_q04,sample_54,Was the patient given a pneumococcal vaccination?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_hard_no_q01,sample_54,Has the diabetes become unstable?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_yes_q03,sample_54,Has the patient received a flu vaccination?,positive,1,1,1,13.82,15.76,14.25,15.54,0.6649484536082472,I have had my flu vaccination.,have had my flu vaccination.,,,0.4299999999999997,-0.22000000000000064,0.6649484536082472,0.7499999999999996,0.7499999999999996,,0.680412371134021,,too_narrow
sample_54_yes_q02,sample_54,Did the plan include continued monitoring?,positive,1,1,1,80.38,82.2,80.03,84.38,0.4183908045977034,plan is continued monitoring,plan is continued monitoring with your annual check as usual,,,-0.3499999999999943,2.1799999999999926,2.390109890109877,0.890109890109889,0.6287878787878828,,0.3855932203389847,,too_wide
sample_54_hard_no_q03,sample_54,Does the plan involve a check-up only every second year?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_off_topic_q02,sample_54,Was the doctor concerned that the patient's symptoms might be related to exposure to the dark side of the Force?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_54_yes_q01,sample_54,Does the doctor regard the diabetes as stable?,positive,1,1,1,68.74,70.98,68.47,70.96,0.8844621513944201,your diabetes looks stable,overall your diabetes looks stable,,,-0.269999999999996,-0.020000000000010232,1.1116071428571361,0.8392857142857089,0.7625899280575553,,0.7625899280575553,,boundary_shift_or_partial
sample_55_yes_q02,sample_55,Does the plan include routine follow-up?,positive,1,1,1,79.42,80.84,78.6,80.84,0.6339285714285696,follow -up as usual,routine follow -up as usual,,,-0.8200000000000074,0.0,1.577464788732399,0.8169014084507008,0.5322580645161255,,0.5322580645161255,,too_wide
sample_55_hard_no_q01,sample_55,Does the plan include an urgent referral to a kidney specialist?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_off_topic_q01,sample_55,Does the conversation indicate the patient was thinking about joining a hiking club?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_yes_q03,sample_55,Will the current treatment be continued?,positive,1,1,1,71.12,74.22,70.84,74.18,0.9053254437869841,your current treatment exactly as it is,continue your current treatment exactly as it is,,,-0.28000000000000114,-0.03999999999999204,1.0774193548387128,0.896774193548389,0.7914438502673791,,0.7914438502673791,,strong
sample_55_yes_q01,sample_55,Did the HbA1c come out at 43 mmol/mol?,positive,1,1,1,32.56,36.72,33.12,36.66,0.850961538461539,long -term sugar value is 43 millimoles per mole,-term sugar value is 43 millimoles per mole,,,0.5599999999999952,-0.060000000000002274,0.850961538461539,0.9182692307692316,0.9182692307692316,,0.9182692307692316,,boundary_shift_or_partial
sample_55_hard_no_q05,sample_55,Did the tests show albuminuria?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_hard_no_q04,sample_55,Is the HbA1c reported as 53 mmol/mol?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_hard_no_q02,sample_55,Was the creatinine found to be raised?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_hard_no_q03,sample_55,Has the patient reported tiredness and thirst?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_55_off_topic_q02,sample_55,Does the patient mention having a preference for tea?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_yes_q01,sample_56,Has the cause of the tiredness remained unexplained?,positive,1,1,1,61.66,64.2,61.52,64.1,0.9104477611940291,have not identified a specific cause.,have not identified a specific cause.,,,-0.13999999999999346,-0.10000000000000853,1.015748031496057,0.8818897637795262,0.7905405405405415,,0.7905405405405415,,strong
sample_56_off_topic_q01,sample_56,Was the doctor asking about the patient's upcoming movie night?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_hard_no_q02,sample_56,Has iron treatment been started for the tiredness?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_yes_q02,sample_56,Did the COVID-19 test come back negative?,positive,1,1,1,48.84,50.82,48.52,50.76,0.8347826086956509,your coronavirus test was negative.,And your coronavirus test was negative.,,,-0.3200000000000003,-0.060000000000002274,1.1313131313131306,0.8921568627450951,0.8921568627450951,,0.7165354330708636,,boundary_shift_or_partial
sample_56_hard_no_q04,sample_56,Was the patient's thyroid function found to be reduced?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_yes_q04,sample_56,"The patient's thyroid function was checked, wasn't it?",positive,1,1,1,44.92,46.5,44.64,46.5,0.8494623655913972,thyroid tests are normal.,Your thyroid tests are normal.,,,-0.28000000000000114,0.0,1.1772151898734187,0.8987341772151919,0.7184466019417453,,0.7184466019417453,,boundary_shift_or_partial
sample_56_hard_no_q01,sample_56,Is the patient complaining mainly of chest pain?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_hard_no_q03,sample_56,Will treatment for the fatigue begin straight away?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_56_yes_q03,sample_56,Will further measures be held off for the time being?,positive,1,1,1,81.92,85.66,81.99,85.64,0.9759358288770082,"the moment we observe, I am not starting anything further today.","the moment we observe, I am not starting anything further today.",,,0.06999999999999318,-0.01999999999999602,0.9759358288770082,0.957219251336903,0.8916256157635474,,0.8916256157635474,,strong
sample_56_off_topic_q02,sample_56,Are the speakers discussing the weather?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_57_yes_q05,sample_57,Will the patient continue on the current medication?,positive,1,1,1,117.6,122.54,120.71,122.38,0.33805668016194285,continue your lifestyle exactly as you are and you continue your current medication.,continue your current medication.,,,3.1099999999999994,-0.1600000000000108,0.33805668016194285,0.9392712550607266,0.6446280991735542,,0.3522267206477714,,too_narrow
sample_57_yes_q07,sample_57,Is the diabetes considered stable?,positive,1,1,1,97.54,100.0,98.77,100.02,0.49596774193548754,assessment is that your diabetes is stable,diabetes is stable,,,1.2299999999999898,0.01999999999999602,0.5081300813008143,0.9349593495934971,0.559090909090907,,0.5203252032520344,,too_narrow
sample_57_yes_q04,sample_57,Has the patient kept up the lifestyle changes?,positive,1,1,1,59.74,62.1,60.16,66.36,0.29305135951661715,have kept it up. I really have.,kept it up. I really have. It is part of my routine now rather than something I have to think about.,,,0.4199999999999946,4.259999999999998,2.6271186440677985,0.855932203389829,0.34808259587020596,,0.34808259587020596,,too_wide
sample_57_yes_q03,sample_57,Was it concluded that no changes to treatment are needed?,positive,1,1,1,117.6,122.54,100.59,101.64,0.0,continue your lifestyle exactly as you are and you continue your current medication.,changes are needed.,,,-17.00999999999999,-20.900000000000006,0.2125506072874483,0.9392712550607266,0.0,,0.0,,nonoverlap_review_occurrence
sample_57_yes_q06,sample_57,Does the patient feel stable?,positive,1,1,1,30.06,33.8,32.43,36.38,0.21677215189873364,have you been feeling? Honestly? Stable.,Stable. That is the word I keep coming back to.,,,2.370000000000001,2.5800000000000054,1.056149732620322,0.9304812834224604,0.2893890675241152,,0.2893890675241152,,boundary_shift_or_partial
sample_57_off_topic_q01,sample_57,Does the doctor ask about the patient's job responsibilities?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_57_yes_q01,sample_57,Should the patient carry on with the same lifestyle?,positive,1,1,1,117.6,120.1,117.34,120.16,0.8865248226950376,continue your lifestyle exactly as you are,You continue your lifestyle exactly as you are,,,-0.2599999999999909,0.060000000000002274,1.1279999999999972,0.9680000000000006,0.8039215686274567,,0.8039215686274567,,boundary_shift_or_partial
sample_57_hard_no_q01,sample_57,Was the patient advised to stop the current medication?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_57_hard_no_q02,sample_57,Will the diabetes now be treated with insulin?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_57_yes_q02,sample_57,"The patient stays on the medicine already in use, correct?",positive,1,1,1,120.9,122.54,120.71,122.38,0.808743169398896,continue your current medication.,continue your current medication.,,,-0.19000000000001194,-0.1600000000000108,1.01829268292683,0.80232558139534,0.6899999999999977,,0.6899999999999977,,boundary_shift_or_partial
sample_63_hard_no_q01,sample_63,Have complications of the diabetes been identified?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_63_hard_no_q04,sample_63,Did the patient describe new episodes of dizziness?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_63_hard_no_q02,sample_63,Is the treatment being changed to a new medication?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_63_off_topic_q01,sample_63,Was the patient's condition described as being caused by a mysterious disturbance in the Force?,off_topic,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_63_hard_no_q03,sample_63,Did the blood tests show impaired kidney function?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_63_yes_q01,sample_63,Was the diabetes control judged to be good?,positive,1,1,1,57.2,61.92,57.62,59.84,0.4703389830508488,assessment is good diabetes control with no complications.,assessment is good diabetes control,,,0.4199999999999946,-2.0799999999999983,0.4703389830508488,0.8983050847457619,0.85658914728682,,0.5,,too_narrow
sample_63_yes_q02,sample_63,"The lipid profile came back normal, didn't it?",positive,1,1,1,0.0,0.26,50.71,52.2,0.0,Good,lipid profile is normal,,,50.71,51.940000000000005,5.730769230769238,0.8461538461538461,0.0,,0.0,,nonoverlap_review_occurrence
sample_63_yes_q03,sample_63,Was the HbA1c measured at 41 mmol/mol?,positive,1,1,1,36.72,41.92,37.44,41.9,0.8576923076923074,hemoglobin A1c is 41 millimoles per mole.,A1c is 41 millimoles per mole.,,,0.7199999999999989,-0.020000000000003126,0.8576923076923074,0.9307692307692296,0.9307692307692296,,0.9307692307692296,,boundary_shift_or_partial
sample_63_yes_q05,sample_63,Are annual check-ups planned to continue?,positive,1,1,1,64.76,70.16,65.49,70.0,0.8351851851851875,the plan is to continue your current treatment and see you again for the yearly check.,to continue your current treatment and see you again for the yearly check.,,,0.7299999999999898,-0.1599999999999966,0.8351851851851875,0.9370370370370389,0.9074074074074099,,0.9074074074074099,,boundary_shift_or_partial
sample_63_yes_q04,sample_63,Did the patient report no new symptoms?,positive,1,1,1,24.46,27.46,26.48,27.44,0.3200000000000003,"No, I am not sure there is anything. No new symptoms.",No new symptoms.,,,2.0199999999999996,-0.019999999999999574,0.3200000000000003,0.9113924050632908,0.9113924050632908,,0.3200000000000003,,too_narrow
sample_64_yes_q04,sample_64,Is dry skin the reason for this consultation?,positive,1,1,1,39.42,41.64,38.08,41.64,0.6235955056179768,The skin on them has become very dry,is my feet. The skin on them has become very dry,,,-1.3400000000000034,0.0,1.6036036036036054,0.8548387096774169,0.5380710659898473,,0.5380710659898473,,too_wide
sample_64_yes_q01,sample_64,Was the condition assessed as xerosis?,positive,1,0,0,72.26,73.98,,,0.0,condition is called cirrhosis.,,,,,,,0.8255813953488388,,,,,false_negative
sample_64_hard_no_q01,sample_64,Did the doctor prescribe an antifungal cream?,hard_negative,0,0,1,,,,,,,,,,,,,,,,,,correct_no
sample_64_yes_q03,sample_64,"A moisturizing cream was prescribed, wasn't it?",positive,1,1,1,88.04,91.22,88.27,91.14,0.9025157232704438,I will prescribe a moisturizing cream for you.,will prescribe a moisturizing cream for you.,,,0.22999999999998977,-0.0799999999999983,0.9025157232704438,0.9202453987730047,0.9202453987730047,,0.9202453987730047,,strong
